industry,budget,mail_response_count,total_meet_count,mail_open_rate,website_visits,converted
Finance,18744.331229152565,3,0,0.7735355094875109,49.0,0
SaaS,20277.743413197484,0,0,0.0381310731945143,7.0,0
SaaS,73906.94217552118,2,3,0.2898553929153354,18.0,0
E-commerce,49638.40528774376,5,2,0.2305236844568121,25.0,0
Finance,339318.05333928094,0,0,0.2835271940231726,7.0,0
E-commerce,19033.008349539985,5,4,0.2448534810966237,13.0,1
Finance,9342.894962210356,0,1,0.5086503018222361,35.0,0
Healthcare,67622.83064702038,7,3,0.2008484454799608,19.0,1
Healthcare,67192.89241952666,10,3,0.3704083938693231,13.0,1
Healthcare,152430.27853123494,4,1,0.1283954971358782,15.0,1
Finance,51619.897366745376,3,1,0.2953351352158523,15.0,0
SaaS,32037.142264103917,10,7,0.5643569524874882,24.0,1
E-commerce,38009.873212595,2,2,0.0573172536622588,21.0,0
Healthcare,45765.87115153721,4,1,0.307971980100071,16.0,0
SaaS,548909.1946014424,1,0,0.3140934103772052,4.0,0
E-commerce,11032.1808339642,3,0,0.1574761726031977,24.0,0
SaaS,281069.89304646966,1,1,0.0826500469160591,4.0,0
SaaS,44209.94618362489,5,3,0.4580282696273848,33.0,1
Healthcare,23259.835605422628,2,3,0.1709945423582967,38.0,1
E-commerce,38400.42888013139,2,2,0.2438852504000228,4.0,0
SaaS,162462.82093906286,1,3,0.2013713165324964,14.0,1
Finance,97351.0181221246,0,1,0.1734828174096496,9.0,0
Healthcare,96750.68596838295,3,1,0.2437265251633998,19.0,0
E-commerce,361141.6393715312,0,0,0.2173186974594661,2.0,0
Finance,99269.74547073084,2,3,0.3692897488248856,21.0,0
Manufacturing,72309.85459969795,2,0,0.0964049180079533,13.0,0
Finance,89895.66360269429,4,2,0.2068705891275704,16.0,0
E-commerce,35282.09076915896,2,4,0.1979516716763236,19.0,0
Healthcare,52509.32936198719,7,2,0.2954643375912225,20.0,1
SaaS,166378.8570058583,3,2,0.3613693865119094,7.0,0
E-commerce,106303.04657785098,0,0,0.1669353905578163,4.0,0
Healthcare,172139.46814158998,2,2,0.161275847940115,16.0,1
SaaS,86379.64714164316,6,1,0.2557123833972285,8.0,1
Finance,50561.360586159964,9,6,0.3607552133289615,38.0,1
Finance,354644.0706460428,3,4,0.3737149250979431,2.0,1
Finance,14866.848820520889,4,0,0.6936757657002192,42.0,0
SaaS,66305.67466335437,6,0,0.38393316598334,4.0,0
Finance,63527.23028570784,5,4,0.32218475416401,10.0,1
Finance,27169.2104539518,2,0,0.8164956291012048,61.0,0
Healthcare,66908.64400718448,9,7,0.3542212798614154,19.0,1
SaaS,451568.8654227536,0,0,0.212807015167411,12.0,0
SaaS,52525.38707971264,2,3,0.1693868764708982,14.0,0
Finance,29595.105771664388,8,3,0.3845011015663284,15.0,1
Finance,40850.58479251989,5,2,0.2224070597449822,24.0,1
Manufacturing,40264.20755026643,3,3,0.2189285914429744,18.0,0
Healthcare,88125.12522568743,12,3,0.2521307259662646,17.0,1
E-commerce,431790.548101469,0,0,0.2069611209264964,4.0,0
E-commerce,98582.2253908424,4,8,0.4638966884018727,11.0,1
E-commerce,33105.4786754708,0,2,0.3327197190264957,16.0,0
Finance,201762.2162512549,12,8,0.3906673989714409,27.0,1
E-commerce,84399.77820383887,7,4,0.2121030788954043,18.0,1
E-commerce,45865.97708972923,3,2,0.2542333101910904,33.0,1
SaaS,48103.61964029868,11,9,0.2136123125492338,16.0,1
Healthcare,550495.9841242575,1,2,0.2229068234260482,1.0,1
Healthcare,26836.15285988949,4,3,0.3225806614722377,35.0,1
Finance,59347.97290620026,9,5,0.5119719642200163,17.0,1
SaaS,46988.63890523985,4,1,0.1304198664617928,9.0,0
SaaS,56780.56918796029,3,1,0.1942965263915891,18.0,0
Healthcare,134236.81380723856,10,5,0.3523558555948008,20.0,1
SaaS,22721.208921991554,5,6,0.1343819875720288,27.0,1
Healthcare,119534.97437251422,8,3,0.2128870243465847,21.0,1
SaaS,32764.54626987637,1,1,0.2292252851469332,15.0,0
Manufacturing,10984.606190976268,9,6,0.4926769446782614,19.0,1
Finance,257801.84699548045,4,3,0.1037414362111896,36.0,1
Healthcare,87870.58524461814,2,4,0.4019428226241821,5.0,0
Finance,27122.702649347684,3,1,0.6566586630586799,28.0,0
SaaS,26894.24829456288,3,2,0.3937828980250746,5.0,0
SaaS,38755.21261896623,3,1,0.2423014851306882,16.0,0
Manufacturing,96346.7181460597,0,4,0.3668871855911719,21.0,0
Healthcare,12648.0457143147,3,0,0.6647616779118315,40.0,0
Manufacturing,129976.18332747782,7,1,0.2095639544914047,22.0,0
Finance,55320.04951897951,2,0,0.0635808107560244,16.0,0
SaaS,161556.8158858492,3,6,0.3755549801195403,19.0,1
Finance,39702.793655640206,4,0,0.3615848674548129,8.0,0
E-commerce,49377.53623923632,7,3,0.1948600467243558,11.0,1
SaaS,38783.95795267593,3,3,0.1879368914927685,18.0,1
SaaS,8253.430419631379,3,0,0.6568831871097768,39.0,0
E-commerce,84834.65625905168,1,0,0.0777109381344148,10.0,0
Finance,184010.27893203872,5,10,0.3556183423478237,5.0,1
Finance,57647.62776708775,3,7,0.177140153179666,20.0,1
E-commerce,19183.61266063246,1,0,0.7656383961128497,52.0,0
Healthcare,459978.46160096215,0,0,0.1261078873505771,5.0,0
Finance,82975.76329105577,1,2,0.563984948384423,14.0,0
SaaS,62914.00441350761,1,1,0.2835271940231726,31.0,0
SaaS,42280.02926388351,13,2,0.4565898557228237,14.0,1
Finance,43029.998850451055,7,5,0.2835271940231726,29.0,1
Healthcare,111743.2737790729,7,8,0.1874192836709454,16.0,1
Finance,60730.47218635425,1,3,0.2835271940231726,30.0,0
Healthcare,59850.82882522921,2,5,0.369115973126473,20.0,1
E-commerce,186634.62931959488,3,12,0.3367578834716218,7.0,1
Manufacturing,276651.4321884885,5,11,0.3232103205836582,1.0,1
SaaS,52618.71970865688,3,2,0.0773508252673296,21.0,0
Finance,447026.532553056,2,2,0.4645438013651152,9.0,1
Manufacturing,58425.7821271741,3,1,0.1962398185675663,31.0,0
SaaS,39103.358195858425,5,4,0.2591254906830345,18.0,1
Finance,120308.73952346492,1,1,0.3108996254565251,1.0,0
Manufacturing,11766.217055248104,7,4,0.3197766069448668,30.0,1
E-commerce,211814.33127089,1,0,0.2965568203649038,1.0,0
SaaS,46558.6681087254,1,2,0.2395122700031503,22.0,0
SaaS,50593.7360603579,7,7,0.2835271940231726,28.0,1
Finance,61633.21709812876,3,3,0.3384726002016135,17.0,0
Finance,206004.9385840573,4,6,0.2872888270494173,3.0,1
SaaS,122959.43245202684,4,3,0.2708296257085205,19.0,0
Finance,306835.7032995596,0,0,0.2203083152874928,12.0,0
Healthcare,91332.94276739456,7,4,0.4051211388826232,27.0,1
E-commerce,49522.09020914276,2,3,0.4938239657458353,27.0,0
E-commerce,93850.26399110816,2,1,0.3436781618516005,11.0,0
SaaS,71512.50499085448,9,2,0.2739586934072049,19.0,1
E-commerce,65513.43268678169,11,3,0.3588752298084768,13.0,1
E-commerce,243294.4810296876,0,0,0.0998751134279074,10.0,0
SaaS,12957.417556432429,0,0,0.4949448781623385,56.0,0
Finance,122679.5240097888,12,10,0.3004036250203533,54.0,1
Healthcare,232795.52092375592,2,4,0.3690389026267252,6.0,1
Healthcare,13275.193360755446,1,0,0.0725047863276745,58.0,0
Finance,125538.17859954471,4,1,0.2835271940231726,29.0,0
Healthcare,47694.7260312562,13,7,0.3398898181072275,22.0,1
Finance,104306.5302521351,5,5,0.2835271940231726,23.0,1
SaaS,80794.6865755271,4,3,0.1683598863183355,23.0,1
Manufacturing,44890.03813318273,0,0,0.1158025449091109,9.0,0
Finance,45579.1260497695,5,2,0.140166842497432,19.0,0
SaaS,184664.89855360665,5,3,0.2178771812933961,19.0,1
SaaS,86120.20577525708,5,1,0.1531572504305071,4.0,0
Finance,50090.55189515589,1,6,0.2579651944221012,24.0,0
Manufacturing,13548.857865559292,10,11,0.2808471159591553,24.0,1
SaaS,31064.630352384476,1,1,0.1531820842298282,8.0,0
Healthcare,28186.432270516525,4,0,0.5649773409956353,35.0,0
E-commerce,14910.15928300084,0,0,0.5606567821035057,26.0,0
Healthcare,60730.34539065876,8,4,0.3129074415739036,20.0,1
SaaS,49717.46210837801,13,5,0.4302778787867383,14.0,1
Finance,215413.78859078605,1,0,0.1625766958177323,11.0,0
E-commerce,66868.40619754576,3,1,0.1909431552740911,6.0,0
Healthcare,53644.81862261488,4,0,0.2202389475787665,24.0,0
SaaS,28950.360536029573,4,3,0.1200007239376215,28.0,0
Finance,23731.22324236876,6,5,0.2092909960933189,29.0,1
SaaS,10193.445281316075,1,0,0.7291572654265929,71.0,0
E-commerce,56015.33599502184,5,4,0.1935384269640385,19.0,1
SaaS,45100.46585544523,6,1,0.3376355096363852,17.0,0
SaaS,27485.78136725141,5,0,0.3666509130958294,8.0,0
SaaS,26323.173461362523,0,0,0.7111056738494229,31.0,0
E-commerce,123134.73237046074,3,4,0.3154606778920406,2.0,1
SaaS,37843.05231291112,4,1,0.3109941383793987,15.0,0
E-commerce,6367.502069774541,1,0,0.7776816652113296,62.0,0
E-commerce,18519.879253275576,8,7,0.359975172754766,35.0,1
Healthcare,57446.23915683613,9,4,0.3821673232101112,19.0,1
Finance,37231.4587007886,3,0,0.1225231882738685,13.0,0
Healthcare,20023.747604151253,4,2,0.2218412128792496,14.0,0
E-commerce,34709.77796755266,3,3,0.389206898588332,20.0,0
Finance,171438.60988700076,3,1,0.2835271940231726,26.0,1
SaaS,66868.60761542343,4,2,0.1639021954009549,18.0,0
E-commerce,101514.0110485183,4,2,0.146995472957694,28.0,1
Healthcare,109656.65214096748,4,2,0.2835271940231726,29.0,0
SaaS,31605.7905349656,14,4,0.5800696207201798,20.0,1
Finance,140112.18286012358,8,8,0.3458845633981273,21.0,1
Finance,17425.487290269546,1,0,0.510607795767511,74.0,0
E-commerce,46395.00493051847,6,2,0.224162849837221,27.0,1
Finance,72015.16627742344,10,2,0.5545200677921176,19.0,1
Healthcare,23065.97270634094,1,2,0.29259470419786,8.0,0
E-commerce,76875.99644841319,7,8,0.2670542609136742,34.0,1
Healthcare,39151.4034158422,2,1,0.1859028813776194,30.0,0
Manufacturing,31372.328967166664,7,3,0.2678887132825402,16.0,1
Manufacturing,34931.32014396919,7,5,0.3352740706771805,43.0,1
Healthcare,35100.82502989622,8,7,0.4401416918052375,25.0,1
Finance,51095.91377389601,0,0,0.2219589954468045,29.0,0
SaaS,429741.822258328,1,1,0.3508831403245347,2.0,0
SaaS,129978.69175076549,3,3,0.0969334318864892,21.0,1
Finance,22409.74540280478,7,6,0.3956137817065576,19.0,1
SaaS,32811.844623641984,2,1,0.2058790384776016,14.0,0
Finance,234886.99634574784,1,1,0.4121481036010855,1.0,1
E-commerce,237808.8709545753,2,1,0.1200411107192571,17.0,1
Finance,109742.19430960108,3,1,0.0740770511369938,24.0,0
Finance,230673.3439256374,0,0,0.3151923381288407,14.0,0
Finance,20692.88990423646,4,2,0.2093176325728549,6.0,0
Manufacturing,18557.79810265866,6,6,0.1791623836926991,32.0,1
SaaS,39426.28167420901,2,1,0.2184047127926525,6.0,0
E-commerce,159096.57830084197,2,1,0.0912262297429398,14.0,0
Healthcare,89786.91293458383,2,0,0.0786984488718042,20.0,0
Healthcare,180328.2526245088,10,3,0.4061056772286944,21.0,1
Finance,57946.34277196608,7,5,0.2428096576078699,6.0,1
SaaS,31602.90474072145,7,2,0.1685124618817028,4.0,0
SaaS,43434.27684588808,0,2,0.4458674963240072,9.0,0
SaaS,92321.60644594986,1,1,0.0353884979997036,4.0,0
Healthcare,6591.015118086898,3,3,0.143515862505889,20.0,0
Manufacturing,35202.62285293381,1,0,0.1110075727830967,6.0,0
Finance,49755.69365172334,8,6,0.2192902329007813,23.0,1
Manufacturing,30008.984752653043,4,6,0.2260345650815983,32.0,1
Finance,212980.64485542785,13,10,0.4300544292681756,30.0,1
SaaS,16147.53713228578,1,0,0.6465250221114842,33.0,0
Healthcare,48520.52183615352,2,0,0.1380969129535693,13.0,0
Healthcare,128285.23272902636,10,4,0.2291961951886438,22.0,1
SaaS,57925.50320354037,7,7,0.1939480143751674,31.0,1
Healthcare,138282.7290548953,8,7,0.4363705104391781,29.0,1
Healthcare,227439.4558867984,5,2,0.2612335315901221,33.0,1
SaaS,10011.953060634532,4,1,0.2486078615953437,21.0,0
SaaS,13664.425920098543,9,7,0.4772772490640131,31.0,1
E-commerce,205196.28391055376,2,1,0.5121995893910911,17.0,1
Finance,93221.80276429631,5,8,0.248158129621439,40.0,1
SaaS,69625.40214295857,6,2,0.4461502996500895,15.0,1
SaaS,79660.48336131212,3,4,0.5930106931218238,5.0,0
Healthcare,185995.8052625454,2,1,0.1058978066156123,5.0,1
SaaS,113973.51843385411,3,1,0.310287047028156,3.0,0
Healthcare,17214.238666293077,0,0,0.7828399516476786,17.0,0
Finance,127923.38368836358,1,3,0.4022837430462017,11.0,0
Finance,53542.82915465805,4,3,0.2006346154848237,22.0,1
Finance,67317.61952586165,1,0,0.1443841352222656,8.0,0
SaaS,17774.931254711482,2,1,0.1313188837567741,11.0,0
SaaS,28022.054128280564,3,2,0.6883113545664032,16.0,0
Manufacturing,27927.38142452085,2,2,0.1623207790848545,16.0,0
SaaS,13836.597056515706,3,0,0.7962972630487186,36.0,0
Finance,49173.171390240175,5,0,0.4049073926355255,12.0,0
E-commerce,351942.21457170986,2,6,0.2778641454837703,3.0,1
E-commerce,18803.9895845458,2,0,0.1804749879986109,12.0,0
Healthcare,162484.27507761016,10,5,0.2835271940231726,35.0,1
SaaS,223731.6509306504,1,1,0.3028364366513345,16.0,0
Manufacturing,35997.93347353377,3,1,0.3781264834860933,17.0,0
SaaS,103586.28314522655,3,1,0.1145503087780161,12.0,0
Manufacturing,40420.124304347766,1,0,0.0674849834276619,14.0,0
Finance,221905.04109572832,0,0,0.105295282813052,7.0,0
Finance,95937.2203560962,4,1,0.2835271940231726,13.0,1
Healthcare,13536.32873622478,0,0,0.2835271940231726,69.0,0
SaaS,208667.7499892573,2,3,0.2163415321218243,17.0,1
E-commerce,187800.09779345908,2,5,0.2758663148975863,6.0,1
Manufacturing,45710.26641578247,2,1,0.0636105970354766,6.0,0
Healthcare,196028.60476284247,2,5,0.3016925973881043,1.0,1
Finance,305552.51960536285,0,0,0.0959915851629539,10.0,0
E-commerce,33074.600881319624,3,3,0.3573558766784196,15.0,0
SaaS,44010.144058713406,5,1,0.2566507292829184,14.0,1
Finance,119135.56226778176,0,0,0.2023183707081249,18.0,0
SaaS,11107.975925850587,1,0,0.8198179510931757,69.0,0
SaaS,72084.53802988183,7,3,0.3863044854434986,14.0,0
E-commerce,159800.33626146804,1,0,0.2739998381215732,19.0,0
SaaS,17310.284479925733,1,0,0.1361912276889879,20.0,0
Healthcare,431444.1160554154,0,0,0.1177610866786074,13.0,0
Manufacturing,201030.4410110298,0,0,0.058785788157337,10.0,0
SaaS,52487.94779410057,4,0,0.1797758825059867,30.0,0
Healthcare,12714.218001784497,0,0,0.4834799185273479,31.0,0
Healthcare,292499.9719129511,2,7,0.2686116690931719,6.0,1
SaaS,100155.42632029609,0,2,0.6128486045198,16.0,0
Finance,45306.22082167007,14,6,0.4599648487772573,32.0,1
Finance,79245.8735610142,10,9,0.2791058802244094,34.0,1
SaaS,77841.6851191224,5,4,0.2193851690064992,19.0,1
Healthcare,176431.60210677976,3,1,0.3014354828546031,8.0,1
SaaS,59753.881528391095,1,0,0.1111850610096168,15.0,0
Finance,21323.385511893823,7,2,0.2212055752061583,14.0,0
SaaS,62779.344074066736,3,1,0.2749837138195974,21.0,0
Healthcare,42856.70524719229,5,2,0.4660025026317132,25.0,0
Finance,406442.4128126772,0,0,0.318300218261955,2.0,0
Finance,110622.99113183374,3,0,0.1058189591148067,29.0,0
Manufacturing,61366.65856443545,3,1,0.282353670387794,18.0,0
E-commerce,37117.00336613759,4,3,0.4857124834380262,14.0,0
Finance,42780.6288796837,5,3,0.4740570953389336,20.0,1
E-commerce,101619.51292435754,4,2,0.3736516773526708,17.0,0
SaaS,35770.52377843717,2,4,0.2408424165265656,13.0,0
Manufacturing,76371.95876562674,6,4,0.2115907215884082,20.0,0
Healthcare,109077.00094450644,0,0,0.0530444439567096,7.0,0
SaaS,51359.5051940346,5,4,0.2829663803101951,15.0,0
Finance,36524.66114358204,3,0,0.1633843171878008,9.0,0
Healthcare,62140.30872518237,5,3,0.3610474073450571,30.0,1
Manufacturing,78166.95670923086,3,3,0.3605154127464525,12.0,1
SaaS,14381.571883603394,3,0,0.7888717238591152,46.0,0
Healthcare,55235.91802025988,1,2,0.0369859007581838,20.0,0
Finance,17228.473231108484,1,0,0.8038105954741654,40.0,0
SaaS,10496.997574861638,1,1,0.5090591358588212,46.0,0
SaaS,92101.4141165816,3,2,0.2641389956559007,16.0,0
Healthcare,14527.553051854306,2,0,0.7369720589371108,41.0,0
Manufacturing,337088.743758468,2,5,0.2554721657092351,8.0,1
Finance,42274.84486066152,3,2,0.353174461737039,23.0,0
Healthcare,129130.72983355056,5,0,0.2400279650371256,18.0,0
Manufacturing,16610.78313203576,3,0,0.7254749864422372,29.0,0
Healthcare,113501.74982999371,6,3,0.1657867959400031,21.0,1
Healthcare,61793.5328861021,5,2,0.2302545819817555,19.0,1
SaaS,53783.842278284144,3,3,0.2976989902502292,35.0,1
E-commerce,30005.67209784572,2,0,0.1566005394729193,4.0,0
Finance,66476.80777191794,2,2,0.3374184417873836,35.0,0
Manufacturing,260927.5739901691,3,3,0.4447681458431549,4.0,1
E-commerce,9701.822516120836,1,0,0.5862048666798125,43.0,0
Finance,47633.37484656765,5,5,0.4590598288446839,11.0,0
SaaS,42202.256280989815,8,7,0.4182608172766454,31.0,1
Healthcare,485299.7117207555,3,6,0.4199857745398512,2.0,1
Healthcare,14310.723435311018,0,0,0.8126812809760214,20.0,0
E-commerce,57834.3149195626,6,3,0.4543460448931027,16.0,1
Manufacturing,35610.76918919103,7,10,0.3615715633537312,31.0,1
Finance,32479.825561747908,7,6,0.3997926915573605,27.0,1
Healthcare,33945.817676485414,10,5,0.2933314784138091,16.0,1
SaaS,163456.58260106167,5,1,0.2491670408470127,25.0,0
Healthcare,73702.46723402235,0,0,0.0316906019435739,11.0,0
Healthcare,58139.81241681246,6,4,0.2983575450123342,16.0,0
Finance,67780.96822182083,2,1,0.0929213870743016,20.0,0
SaaS,58248.11900056956,8,9,0.2472484475539488,29.0,1
Healthcare,18070.437747684435,4,0,0.5769433362688556,63.0,0
Finance,12043.285228333702,0,0,0.8061243009010693,26.0,0
E-commerce,66720.45554261617,4,3,0.182525608872143,16.0,1
E-commerce,89535.44692564024,2,1,0.1948369961840874,17.0,0
SaaS,254941.29653684795,1,2,0.2669714349556235,10.0,1
Healthcare,586037.2868780488,0,0,0.2066212038361416,2.0,0
SaaS,31755.80107590489,1,1,0.0509526501915325,16.0,0
Healthcare,144144.21184970703,1,2,0.1898893910629901,12.0,0
Finance,12042.903735288644,2,0,0.8081301301128255,46.0,0
SaaS,44057.17915630268,6,0,0.2426921125118233,18.0,0
Finance,142339.68894024394,1,1,0.2321176979505164,19.0,0
Finance,26920.392676322877,2,0,0.5372679274797547,49.0,0
Finance,29697.73640940907,3,1,0.166542315561776,18.0,0
Finance,194930.1587500899,1,1,0.3164141577153508,16.0,1
Finance,354084.2312615331,3,8,0.3636103851924291,1.0,1
Manufacturing,11838.61478145512,2,0,0.626892821390496,55.0,0
Healthcare,11087.784073536512,1,0,0.6281511425236201,45.0,0
Finance,320158.30805219203,4,8,0.3092688529876371,4.0,1
Finance,202584.3413616936,3,2,0.253169609983692,5.0,1
Manufacturing,97960.76686093256,5,2,0.2340731047464067,16.0,0
SaaS,265701.9829581117,1,0,0.2090630864672834,5.0,0
Healthcare,34778.42690513096,6,4,0.3132043418979642,15.0,1
E-commerce,48188.78030205747,6,8,0.3091443881992357,1.0,1
Healthcare,83522.29224995292,1,1,0.251508221387416,34.0,0
Healthcare,20261.4900932302,2,0,0.4591524142936194,30.0,0
Finance,17287.814168392255,1,0,0.6982769449523711,64.0,0
Healthcare,65667.30325837518,2,0,0.1666856406684463,20.0,0
Healthcare,133681.49685520932,2,1,0.1038268878880505,12.0,0
SaaS,11822.979247579004,3,5,0.1599587062100509,24.0,1
Healthcare,64224.66581000592,8,3,0.4236207023568863,21.0,1
SaaS,94366.44375151976,4,0,0.0629513461191553,10.0,0
Finance,44036.93143440282,5,1,0.6040325038342096,46.0,0
Finance,179284.22348435482,0,0,0.2597619490770558,12.0,0
Healthcare,98354.89522296198,0,0,0.072141173046636,14.0,0
Manufacturing,113966.11083970634,1,1,0.0891780740618964,6.0,0
Healthcare,36685.46040857394,7,4,0.2840699124437805,14.0,1
SaaS,154611.3716914978,1,2,0.3249097064871232,5.0,1
Healthcare,14733.710750125152,2,0,0.6391649795006022,18.0,0
Finance,84799.37914071769,7,6,0.2858969584028641,29.0,1
Finance,56780.05094443373,1,0,0.0811666217564723,3.0,0
Healthcare,102546.35635167932,4,3,0.1403916663929283,27.0,1
Finance,42897.79223625389,15,9,0.596089222309987,36.0,1
Finance,17357.252979129018,2,0,0.6149661493376091,44.0,0
E-commerce,257075.07436393667,0,0,0.0827594533553685,10.0,0
Finance,182181.20628248047,0,0,0.1659062393891268,8.0,0
SaaS,27691.023936805614,1,1,0.1729463340447516,19.0,0
Healthcare,77546.85880944875,1,0,0.177706857640654,17.0,0
SaaS,11187.277013410929,1,0,0.3316059740308976,48.0,0
SaaS,35746.32449082527,11,7,0.3870642232383105,23.0,1
Healthcare,134308.88050804212,1,2,0.3352606669008711,9.0,1
Healthcare,343814.44159030303,5,8,0.3461763987652812,10.0,1
SaaS,50402.39433864638,0,0,0.0750421940037719,14.0,0
E-commerce,93932.8533046396,1,1,0.2888528590200772,31.0,0
Finance,53045.80007880356,3,3,0.1939253899703907,29.0,1
Finance,30202.590289067302,1,1,0.1278466516209201,12.0,0
E-commerce,28495.70569415864,4,0,0.2780920280403582,9.0,0
Healthcare,235552.77942362704,0,0,0.2649919985911634,3.0,0
SaaS,41920.954800201565,1,1,0.3555956360460221,2.0,0
Healthcare,98957.46082053488,0,0,0.1329694235045427,14.0,0
Finance,31915.100292232848,5,3,0.1572667964295807,19.0,1
SaaS,85788.72832149066,7,6,0.4056555524298478,23.0,1
SaaS,20537.510991721167,5,0,0.7592480063864644,54.0,0
Finance,173732.06158379815,1,1,0.0657240023058502,12.0,1
SaaS,27626.530435807512,2,0,0.1346981549703234,38.0,0
E-commerce,89738.99103822949,2,0,0.3637257885630842,6.0,0
SaaS,10278.756680437466,2,0,0.6861235642269746,49.0,0
Finance,321933.95339431445,1,3,0.4404224907904394,9.0,1
SaaS,47305.107045276665,4,4,0.2628155953010104,25.0,1
SaaS,13065.505989879824,5,0,0.4680624052160855,20.0,0
E-commerce,142894.90491474475,2,1,0.603261876007501,18.0,0
SaaS,165455.2888744542,2,7,0.4066117772458867,3.0,1
Finance,13616.265314215923,1,0,0.531081232713284,69.0,0
SaaS,30311.6539590861,5,2,0.2548616853080565,31.0,0
SaaS,23877.042921383472,6,1,0.4195445227537023,8.0,0
Finance,288676.1122971848,0,0,0.1907731189778712,4.0,0
Healthcare,219320.63668290636,1,2,0.0558176312721928,16.0,1
Healthcare,23263.040291462443,0,0,0.4079153214032445,43.0,0
SaaS,93499.11997104106,7,5,0.1650522455523608,27.0,1
Finance,351795.57215528074,3,4,0.5051376095060112,8.0,1
SaaS,64920.810067989216,6,3,0.2835271940231726,19.0,1
Manufacturing,203069.9900641494,2,5,0.3057505001578982,9.0,1
E-commerce,13974.17863426966,2,0,0.5231604798077092,29.0,0
Manufacturing,81621.11426114562,1,2,0.2156381725876874,2.0,1
Manufacturing,182701.28026103837,4,6,0.3124885934636844,16.0,1
Finance,105517.10171557956,2,0,0.1395329499433384,11.0,0
SaaS,50597.34365508957,2,3,0.4479685136614875,28.0,0
Healthcare,42901.57289181416,12,7,0.2835271940231726,23.0,1
E-commerce,287527.1594085653,1,0,0.1154110711123572,3.0,0
Healthcare,336168.2078542952,3,5,0.4101320854977171,14.0,1
Manufacturing,10512.060989329657,1,0,0.7678497635349937,38.0,0
SaaS,52835.68462809605,6,3,0.3107724169765075,20.0,1
E-commerce,15775.07802176129,3,0,0.7888800068183425,48.0,0
Finance,62766.29672816389,5,2,0.3384679086469676,19.0,0
Finance,27238.46387091171,1,0,0.90747503830946,50.0,0
E-commerce,229844.3063466673,2,3,0.0473967113922802,5.0,1
Finance,99978.17691873798,3,0,0.1271650238204019,24.0,0
E-commerce,113263.1185003109,0,0,0.1201665615440634,15.0,0
Finance,61993.26712162146,2,1,0.1499469660268642,19.0,0
SaaS,35303.641516358344,5,2,0.3115829318934572,12.0,1
Healthcare,55424.84517004126,0,0,0.0723300024091092,34.0,0
SaaS,168112.71524707697,4,4,0.5008886534972884,3.0,1
SaaS,66906.67163207904,3,2,0.2457962331311325,12.0,0
Healthcare,174899.5050228685,1,1,0.4154396210234397,10.0,0
Finance,60171.83386881324,4,2,0.1967628252761322,12.0,0
Finance,48035.386294067765,1,3,0.0705956422445954,12.0,0
SaaS,55814.5598146428,1,1,0.182551168026945,24.0,0
SaaS,34025.47451003954,3,3,0.2601276495958667,17.0,1
SaaS,57947.37424556398,2,0,0.0950791434334104,28.0,0
SaaS,111245.71640261365,2,2,0.2819053397830237,1.0,1
Healthcare,25223.669303833023,2,0,0.682822273640024,60.0,0
Healthcare,247570.6528819276,3,6,0.4271542210214578,10.0,1
Finance,37049.15928389318,5,5,0.2555260411608623,21.0,1
Healthcare,89187.57314235746,11,5,0.2752208545375337,20.0,1
Manufacturing,8845.389061265309,1,1,0.816058802093746,40.0,0
E-commerce,301285.2726473024,2,3,0.1774092742214693,9.0,1
Healthcare,69966.95952389947,4,2,0.5904078668754126,9.0,0
SaaS,31201.50614313732,3,2,0.1032560877099028,17.0,0
E-commerce,50690.07123824076,1,0,0.113213030507413,14.0,0
Healthcare,717078.8205530981,4,6,0.3400558734247134,20.0,1
Finance,94271.78083462694,12,9,0.5241134890658717,30.0,1
Finance,121299.64322149074,8,4,0.2563295387331231,22.0,1
SaaS,281031.4670572404,3,5,0.4530867575424924,6.0,1
Manufacturing,63830.19612298112,2,2,0.1067012819756287,9.0,0
SaaS,58910.94614268673,1,2,0.3338009748027775,6.0,0
Finance,28145.293722455277,4,0,0.4528013093277249,8.0,0
Finance,23299.25763024725,2,2,0.1503602132731494,17.0,0
E-commerce,116237.06389623976,3,2,0.2718407876074042,14.0,1
E-commerce,66155.90805772007,7,4,0.3594721318020546,38.0,1
SaaS,163892.71779410815,0,0,0.181942614187326,9.0,0
SaaS,23864.765582916087,7,8,0.3979489895226085,20.0,1
Finance,237872.5266811757,2,2,0.1023721342758146,2.0,1
E-commerce,75417.20041996613,1,0,0.2015064343987515,9.0,0
E-commerce,51341.287355045126,5,3,0.3660267627978422,24.0,1
Healthcare,229487.65490797005,0,0,0.3955513762494658,10.0,0
SaaS,288979.6003089035,0,0,0.0670468290346529,4.0,0
Finance,132552.56264920536,3,2,0.1765027073109866,9.0,0
Finance,39870.654456062446,2,4,0.3121424617512212,17.0,0
Finance,91780.44564432417,5,1,0.3677855656486146,8.0,1
Finance,152532.14877803603,4,4,0.2331589821050065,15.0,1
Healthcare,205288.8252466098,1,1,0.189051116978354,19.0,0
Healthcare,101330.94492323056,3,2,0.4496660626107696,13.0,0
SaaS,12065.306942542476,5,0,0.6570959473853717,36.0,0
SaaS,100507.12125798252,2,0,0.40049788039548,15.0,0
Healthcare,77410.99323639406,3,1,0.2034070069805727,11.0,0
Finance,68413.7503319541,1,2,0.5004967569560753,11.0,0
SaaS,9681.836923821158,0,1,0.6418176862392095,16.0,0
